Cites,Authors,Title,Year,keywords,Affiliations,PapersNum
3,EB Alaia,Genetic algorithm with pareto front selection for multi-criteria optimization of multi-depots and multi-vehicle pickup and delivery problems with time windows,2014,"genetic algorithm , pareto dominance , multio-bjective optimization , multi-depot pickup and delivery problem with time windows words",Jouf University,
4,EB Alaia,Heuristic approach for the optimization of the dynamic multi-vehicle pickup and delivery problem with time windows,2015,"pickup and delivery , time windows , genetic algorithm , aggregation method",Jouf University,
9,EB Alaia,Insertion of new depot locations for the optimization of multi-vehicles Multi-Depots Pickup and Delivery Problems using Genetic Algorithm,2015,"genetic algorithm , multi-depot , pickup and delivery problem , benchmark instances",Jouf University,
7,EB Alaia,Optimisation of the multi-depots pick-up and delivery problems with time windows and multi-vehicles using PSO algorithm,2020,"vehicles routing, optimisation, pickup and delivery, PSO, m-MDPDPTW",Jouf University,
5,EB Alaia,Optimization of m-MDPDPTW using the continuous and discrete PSO,2019,"Pick-up and delivery problem, Multi-depots, Multiple vehicles, Optimization, Particle Swarm",Jouf University,
14,EB Alaia,Optimization of the multi-depot & multi-vehicle pickup and delivery problem with time windows using genetic algorithm,2013,"Multi-depot vehicle routing problem , pickup and delivery problem , Time windows , Genetic algorithm",Jouf University,
1,A Jadi,An Early Warning System for Risk Management,2013,,University of Hail,
2,A Jadi,ENHANCING THE MONITORING SYSTEM OF SFDA IN SAUDI MARKETS,2016,"Runtime Monitoring, Saudi Markets, Food and Drugs, Communication, Integration, Policy ",University of Hail,
1,A Jadi,Health Conditions-Based Early Warning System for Risk Management,2016,,University of Hail,
0,A Jadi,Impact and Challenges of Requirements Management in Enterprise Resource Planning (ERP) via ERP Thesaurus,2018,"Enterprise Resource Planning (ERP); Product Owner (PO); requirements elicitation; requirements management;
change management",University of Hail,
19,A Jadi,Impact and challenges of requirement engineering in agile methodologies: A systematic review,2017,Requirement Engineering; Traditional approaches; Agile methodologies; Challenges in RE; Requirement prioritization; Nonfunctional Requirements; Dynamic system development method; Scrum; Extreme programming,University of Hail,
14,A Jadi,Impact and challenges of requirements elicitation & prioritization in quality to agile process: Scrum as a case scenario,2017,"Agile Software Engineering (ASE) , Agile Software Development (ASD) , Scrum , Product Owner (PO)",University of Hail,
0,A Jadi,Implementing a Safe Travelling Technique to Avoid the Collision of Animals and Vehicles in Saudi Arabia,2019,"LoRa; Sensor-based mobile applications; runtime
monitoring; tracking; global positioning system",University of Hail,
0,A Jadi,Improving the Communication for children with Speech Disorders using the Smart Toys,2019,"Speech Disorders, Improving Communication, Smart Toy, Runtime Checker, Prediction Module, Tracking",University of Hail,
2,A Jadi,Improving the Emergency Services for Accident Care in Saudi Arabia,2016,"Accidents; Communication; Emergency Services;
Hajj Pilgrims; Healthcare; Saudi Arabia",University of Hail,
0,A Jadi,Leveraging Automation in Software Testing for Agile Software Development,2016,,University of Hail,
2,A Jadi,Managing and tracking alumni in Saudi universities,2016,"Runtime Monitoring, Policy, Alumni System, Saudi Universities, Labor Office, Integration",University of Hail,
0,A Jadi,Mobile Health Services in Saudi Arabia-Challenges and Opportunities,2020,m-Health; IoT; Saudi Hospitals; challenges,University of Hail,
0,A Jadi,Model based on Paper Prototype: To Overcome the Problems of Usability Engineers and Software Designers/ Developers,2017,,University of Hail,
0,A Jadi,Optimized Approach in Requirements Change Management in Geographically Dispersed Environment (GDE),2020,"CM (Change Moderator); GDE (Geographically Dispersed Environment); MCR (Managing Changing Requirements); MCR in the GDE framework; RM (Requirements Management)
",University of Hail,
6,A Jadi,Optimized Order of Software Testing Techniques in Agile Process-A Systematic Approach,2017,Agile methodology; software testing techniques; software build; software quality,University of Hail,
5,A Jadi,Risk management based early warning system for healthcare industry,2013,"Risk Management , Runtime Monitoring , Neural Network , Early warning System",University of Hail,
1,A Jadi,Role of visualization in tacit knowledge: extraction and applications in software requirements,2017,knowledge; tacit knowledge; knowledge extraction; framework; UI; visualization,University of Hail,
0,A Jadi,"Runtime Tracking System for Student Security, Performance and Attendance in the Smart Schools of Saudi Arabia",2017,,University of Hail,
0,A Jadi,SYSTEMATIC APPROACH IN CHANGE MANAGEMENT FOR ELICITATION AND PRIORITIZATION OF REQUIREMENTS IN AGILE,2020,"requirements change management; agile software development; scrum; software requirements
prioritization; traditional development, requirements engineering",University of Hail,
14,A Jadi,Validation to the requirement elicitation framework via metrics,2015,"Validation to the Requirement Elicitation Framework via Metrics, General and reference, Cross-computing tools and techniques, Metrics, Software and its engineering, Software creation and management, Designing software, Requirements analysis, Software notations and tools, General programming languages, Language features, Frameworks",University of Hail,
0,A Jadi,"Web-Based COOP Training System to Enhance the Quality, Accuracy and Usability Access",2018,COOP training; web applications; integration; quality; accuracy,University of Hail,
0,A Alsirhani,Combining Multiple Encryption Algorithms and a Distributed System to Improve Database Security in Cloud Computing,2014,,Jouf University,
12,A Alsirhani,DDoS detection system: Using a set of classification algorithms controlled by fuzzy logic system in apache spark,2019,"DDoS attack , DDoS detection , fuzzy logic system , machine learning , classification algorithms , apache spark , apache Hadoop , cloud computing",Jouf University,
0,A Alsirhani,Data Fragmentation Scheme: Improving Database Security in Cloud Computing,2018,,Jouf University,
19,A Alsirhani,Ddos attack detection system: Utilizing classification algorithms with apache spark,2018,"DDoS Attack , Apache Spark , Apache Hadoop , Classification , DDoS Detection",Jouf University,
5,A Alsirhani,Ddos detection system: utilizing gradient boosting algorithm and apache spark,2018,"Gradient Boosting , DDoS Attack , Apache Spark , Apache Hadoop , Classification , DDoS Detection",Jouf University,
21,A Alsirhani,Improving database security in cloud computing by fragmentation of data,2017,"Cloud Computing , Encryption Algorithms , Security , Distributed System",Jouf University,
0,A Ajouli,A Shadow Structure for Modularity of Java Program Evolution,2015,"Software evolution , Modularity , Modular Maintenance , Design Patterns",Jouf University,
2,A Ajouli,An automatic reversible transformation from composite to visitor in Java,2012,"Program transformation, design patterns, refactoring",Jouf University,
12,A Ajouli,Invertible program restructurings for continuing modular maintenance,2012,"modular maintenance , restructuring , invertible program transformations , tyranny of the dominant decomposition",Jouf University,
2,A Ajouli,MODEM: an UML profile for MODEling and Predicting software Maintenance before implementation,2019,"Software Maintenance , Modular Maintenance , UML Profile , Design Patterns , Software Decomposition , Software Concerns",Jouf University,
0,A Ajouli,Performance Analysis of Routing Protocols in Resource-Constrained Opportunistic Networks,2019,"Wireless Sensor Networks, Mobile Ad Hoc Networks, Delay Tolerant Networks, Opportunistic Networks, Routing Protocols, Analysis, Performance Evaluation
",Jouf University,
7,A Ajouli,Practical use of static composition of refactoring operations,2013,"Practical use of static composition of refactoring operations, Software and its engineering, Software creation and management, Software post-development issues, Software reverse engineering",Jouf University,
0,A Ajouli,Program Transformation based Views for Modular Maintenance,2011,,Jouf University,
5,A Ajouli,Refactoring Composite to Visitor and Inverse Transformation in Java,2011,,Jouf University,
9,A Ajouli,Transformations between Composite and Visitor implementations in Java,2013,"refactoring , design patterns",Jouf University,
3,A Ajouli,Vues et Transformations de Programmes pour la Modularité des Évolutions,2013,"Program transformation, Minimal precondition, Modular maintenance, Design patterns, Refactoring",Jouf University,
0,A Ajouli,Vues et transformations de programmes pour la modularité des évolutions.(Views and program transformations for modular maintenances),2013,"Program transformation, Minimal precondition, Modular maintenance, Design patterns, Refactoring",Jouf University,
18,AY Khedr,Automated red blood cell counting,2012,"health care applications, red blood cell count",University of Hail,
2,AY Khedr,Brain Storm Optimization for Sensors’ Duty Cycle in Wireless Sensor Network,2017,"Brain Storming Optimization (BSO), Duty Cycle, energy saving, Wireless sensor networks",University of Hail,
4,AY Khedr,Brain storming algorithm for coverage and connectivity problem in wireless sensor network,2016,,University of Hail,
2,AY Khedr,Cultural impact on Users’ Ability to protect themselves against Phishing websites,2017,"Phishing, behavior, scam, culture, impact, websites, emails,
vulnerability",University of Hail,
4,AY Khedr,Debugging Tool to Learn Algorithms: A Case Study Minimal Spanning Tree,2017,"minimal spanning tree; education tool; visualizing tool; Kruskal algorithm, Prim algorithm",University of Hail,
0,AY Khedr,Educational Technology Platforms and Learning Systems Development,2017,,University of Hail,
0,AY Khedr,FBASED: Field Based Multiservice Sensor Networks for Routing Purposes,2008,"sensor networks multiservice sensors, multipurpose networks, field-based framework, and data compression techniques",University of Hail,
0,AY Khedr,Identification of DNA Motif using Particle Swarm Optimization Technique,2017,Soft computing Swarm Motif DNA Optimization,University of Hail,
1,AY Khedr,Language and security for none english speakers,2016,,University of Hail,
0,AY Khedr,Light Fidelity (Li-Fi): Is it Possible to Replace Wi-Fi?,2015,"
Li-Fi;Light Fedality ; New Technology; Light Modulation; Smart Environment",University of Hail,
3,AY Khedr,MonitTDPA: A tool for monitoring the tracing of dynamic programming algorithms,2017,,University of Hail,
1,AY Khedr,Multiobjective clustering algorithm for complex data in learning management systems,2020,"Multiobjective, Clustering, LMS, K-means",University of Hail,
